de_Subject,de_Predicate,de_Object,Triple_ID,de_Subject_concept,de_Predicate_concept,de_Object_concept
Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Hindernis,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Hindernis,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Bewegung,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte auch entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten Hindernisse beseitigen,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Bewegung,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte auch entfernt werden,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten auch Hindernisse beseitigen,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Bewegung,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Bewegung,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte auch entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten Hindernisse beseitigen,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Hindernis,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Hindernis,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Hindernis,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Bewegung,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte auch entfernt werden,Hindernis,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte auch entfernt werden,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Bewegung,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten Hindernisse beseitigen,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Bewegung,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Hindernis,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Bewegung,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte auch entfernt werden,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte auch entfernt werden,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
