fr_Subject,fr_Predicate,fr_Object,Triple_ID
il,est considere,l'interet superieur de l'enfant le faire,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet superieur de l'enfant a faire,directive_(eu)_2016_800_en.txt
il,est considere,dans l'interet de l'enfant de ne pas le faire,directive_(eu)_2016_800_en.txt
ils,devrait,devrait etre detenu par des adultes,directive_(eu)_2016_800_en.txt
il,est considere,dans l'interet superieur de l'enfant ne pas faire,directive_(eu)_2016_800_en.txt
il,est considere,l'interet de l'enfant a faire,directive_(eu)_2016_800_en.txt
il,est considere,a l'interet superieur de l'enfant de le faire,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet superieur de l'enfant,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet superieur de l'enfant ne pas le faire,directive_(eu)_2016_800_en.txt
il,est considere,l'interet superieur de l'enfant de le faire,directive_(eu)_2016_800_en.txt
il,est considere,a l'interet de l'enfant ne pas faire,directive_(eu)_2016_800_en.txt
il,est considere,dans l'interet superieur de l'enfant le faire,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet superieur de l'enfant ne fait pas,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet superieur de l'enfant de ne pas le faire,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet de l'enfant a faire,directive_(eu)_2016_800_en.txt
il,est considere,les interets de l'enfant font,directive_(eu)_2016_800_en.txt
ils,devrait,devrait etre detenu separement,directive_(eu)_2016_800_en.txt
il,est considere,dans l'interet de l'enfant ne pas le faire,directive_(eu)_2016_800_en.txt
il,est considere,l'interet superieur de l'enfant a faire,directive_(eu)_2016_800_en.txt
il,est considere,l'interet de l'enfant ne le fait pas,directive_(eu)_2016_800_en.txt
il,est considere,dans l'interet superieur de l'enfant,directive_(eu)_2016_800_en.txt
il,est considere,dans l'interet superieur de l'enfant a ne pas faire,directive_(eu)_2016_800_en.txt
il,est considere,l'interet superieur de l'enfant ne fait pas,directive_(eu)_2016_800_en.txt
ils,devrait,devrait etre tenu separement des adultes,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet superieur de l'enfant a ne pas faire,directive_(eu)_2016_800_en.txt
il,est considere,dans l'interet superieur de l'enfant a faire,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet de l'enfant a le faire,directive_(eu)_2016_800_en.txt
il,est considere,l'interet superieur de l'enfant de ne pas le faire,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet de l'enfant a ne pas faire,directive_(eu)_2016_800_en.txt
il,est considere,a l'interet de l'enfant a faire,directive_(eu)_2016_800_en.txt
il,est considere,dans l'interet de l'enfant a ne pas faire,directive_(eu)_2016_800_en.txt
il,etre dans,les interets de l'enfant ne font pas,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet superieur de l'enfant de le faire,directive_(eu)_2016_800_en.txt
il,est considere,a l'interet de l'enfant de le faire,directive_(eu)_2016_800_en.txt
il,est considere,dans l'interet superieur de l'enfant ne pas le faire,directive_(eu)_2016_800_en.txt
il,est considere,l'interet superieur de l'enfant a ne pas faire,directive_(eu)_2016_800_en.txt
il,est considere,aux interets de l'enfant faire,directive_(eu)_2016_800_en.txt
il,etre dans,les interets de l'enfant le font,directive_(eu)_2016_800_en.txt
il,est considere,les interets de l'enfant ne font pas,directive_(eu)_2016_800_en.txt
il,est considere,l'interet de l'enfant a le faire,directive_(eu)_2016_800_en.txt
ils,devrait,devrait tenir,directive_(eu)_2016_800_en.txt
il,etre dans,les interets de l'enfant font,directive_(eu)_2016_800_en.txt
il,est considere,l'interet de l'enfant de ne pas le faire,directive_(eu)_2016_800_en.txt
il,est considere,dans l'interet superieur de l'enfant de ne pas le faire,directive_(eu)_2016_800_en.txt
enfant,age de,18,directive_(eu)_2016_800_en.txt
garanti,en tenant compte des circonstances,compte,directive_(eu)_2016_800_en.txt
enfant,atteint,l'age de 18 ans,directive_(eu)_2016_800_en.txt
garanti,prise,circonstances de la personne,directive_(eu)_2016_800_en.txt
garanti,circonstances de,personne concernee,directive_(eu)_2016_800_en.txt
enfant detenu,atteint,age,directive_(eu)_2016_800_en.txt
il,devrait,devrait etre possible,directive_(eu)_2016_800_en.txt
garanti,circonstances de,personne,directive_(eu)_2016_800_en.txt
il,continuer,detention separee,directive_(eu)_2016_800_en.txt
enfant detenu,age de,18,directive_(eu)_2016_800_en.txt
garanti,prise,circonstances,directive_(eu)_2016_800_en.txt
enfant detenu,atteint,l'age de 18 ans,directive_(eu)_2016_800_en.txt
enfant,atteint,age,directive_(eu)_2016_800_en.txt
il,continuer,retenue,directive_(eu)_2016_800_en.txt
garanti,prise,situation de la personne concernee,directive_(eu)_2016_800_en.txt
enfants,sont traites donnes,leur vulnerabilite,directive_(eu)_2016_800_en.txt
attention particuliere,devrait,devrait payer,directive_(eu)_2016_800_en.txt
enfants detenus,sont traites donnes,leur vulnerabilite inherente,directive_(eu)_2016_800_en.txt
attention particuliere,devrait,devrait etre paye de maniere,directive_(eu)_2016_800_en.txt
enfants,sont traites donnes,leur vulnerabilite inherente,directive_(eu)_2016_800_en.txt
enfants detenus,sont traites donnes,leur vulnerabilite,directive_(eu)_2016_800_en.txt
enfants,avoir du,l'acces aux etablissements d'enseignement,directive_(eu)_2016_800_en.txt
enfants,devrait avoir acces selon,leurs besoins,directive_(eu)_2016_800_en.txt
enfants,devrait avoir selon,leurs besoins,directive_(eu)_2016_800_en.txt
enfants,avoir du,l'acces aux installations,directive_(eu)_2016_800_en.txt
enfants,avoir du,acces,directive_(eu)_2016_800_en.txt
enfants,sont detenus separement,considere,directive_(eu)_2016_800_en.txt
il,est,considere,directive_(eu)_2016_800_en.txt
enfants,sont tenus avec,adultes,directive_(eu)_2016_800_en.txt
il,est,a moins d'etre considere,directive_(eu)_2016_800_en.txt
enfants,sont detenus separement de,adultes,directive_(eu)_2016_800_en.txt
enfants,sont tenus,considere,directive_(eu)_2016_800_en.txt
enfants,sont tenus,a moins d'etre considere,directive_(eu)_2016_800_en.txt
enfants,sont,maintenus ensemble,directive_(eu)_2016_800_en.txt
enfants,sont tenus ensemble dans,maniere,directive_(eu)_2016_800_en.txt
enfants,sont,detenu,directive_(eu)_2016_800_en.txt
enfants,sont,detenu,directive_(eu)_2016_800_en.txt
enfants,sont detenus de,adultes,directive_(eu)_2016_800_en.txt
enfant,avec,meilleurs interets,directive_(eu)_2016_800_en.txt
enfants,se tiennent dans,maniere,directive_(eu)_2016_800_en.txt
enfants,sont,detenus avec des adultes de maniere,directive_(eu)_2016_800_en.txt
enfants,sont,detenus separement,directive_(eu)_2016_800_en.txt
enfants,se tiennent avec,adultes,directive_(eu)_2016_800_en.txt
enfants,sont detenus separement,a moins d'etre considere,directive_(eu)_2016_800_en.txt
enfants,sont,detenus avec des adultes de maniere,directive_(eu)_2016_800_en.txt
il,devrait,dans les zones devrait possible,directive_(eu)_2016_800_en.txt
il,devrait,dans les zones peuplees devrait possible exceptionnellement,directive_(eu)_2016_800_en.txt
il,devrait,par exemple devrait-il etre possible,directive_(eu)_2016_800_en.txt
enfants,etre juge contraire,a moins que l'interet superieur de l'enfant,directive_(eu)_2016_800_en.txt
enfants,etre,detenu en garde a vue avec des adultes,directive_(eu)_2016_800_en.txt
il,devrait,par exemple dans les zones peuplees devrait possible,directive_(eu)_2016_800_en.txt
enfants,etre,tenir,directive_(eu)_2016_800_en.txt
enfants,etre,detenu,directive_(eu)_2016_800_en.txt
il,devrait,par exemple dans les zones peu peuplees devrait etre possible,directive_(eu)_2016_800_en.txt
enfants,etre,pour tenir,directive_(eu)_2016_800_en.txt
il,devrait,dans les zones peu peuplees devrait possible exceptionnellement,directive_(eu)_2016_800_en.txt
enfants,etre,etre detenu en garde a vue avec des adultes,directive_(eu)_2016_800_en.txt
il,devrait,par exemple dans les zones devrait possible exceptionnellement,directive_(eu)_2016_800_en.txt
enfants,etre,pour tenue avec adultes,directive_(eu)_2016_800_en.txt
enfants,etre,pour garde a vue avec des majeurs,directive_(eu)_2016_800_en.txt
enfants,etre,pour etre place en garde a vue,directive_(eu)_2016_800_en.txt
il,devrait,par exemple dans les zones ou il devrait etre possible,directive_(eu)_2016_800_en.txt
enfants,etre tenu avec,adultes,directive_(eu)_2016_800_en.txt
il,devrait,par exemple devrait possible exceptionnellement,directive_(eu)_2016_800_en.txt
il,devrait,devrait etre possible,directive_(eu)_2016_800_en.txt
il,devrait,dans les zones devrait possible exceptionnellement,directive_(eu)_2016_800_en.txt
enfants,etre juge contraire,a moins que l'interet de l'enfant,directive_(eu)_2016_800_en.txt
il,devrait,devrait possible exceptionnellement,directive_(eu)_2016_800_en.txt
enfants,etre juge contraire,interets de l'enfant,directive_(eu)_2016_800_en.txt
il,devrait,dans les zones peu peuplees devrait etre possible,directive_(eu)_2016_800_en.txt
il,devrait,par exemple dans les zones peu peuplees devrait possible exceptionnellement,directive_(eu)_2016_800_en.txt
enfants,etre,pour etre garde a vue avec des adultes,directive_(eu)_2016_800_en.txt
enfants,etre,pour tenu,directive_(eu)_2016_800_en.txt
enfants,etre,pour garde a vue,directive_(eu)_2016_800_en.txt
enfants,etre,etre place en garde a vue,directive_(eu)_2016_800_en.txt
enfants,etre,se tenir avec des adultes,directive_(eu)_2016_800_en.txt
il,devrait,dans les zones peuplees devrait etre possible,directive_(eu)_2016_800_en.txt
il,devrait,par exemple dans les zones peuplees devrait possible exceptionnellement,directive_(eu)_2016_800_en.txt
enfants,etre juge contraire,l'interet superieur de l'enfant,directive_(eu)_2016_800_en.txt
enfants,etre,pour se tenir avec des adultes,directive_(eu)_2016_800_en.txt
enfants,se tenir dans,garde a vue,directive_(eu)_2016_800_en.txt
vigilance,devrait,dans des situations devrait etre necessaire,directive_(eu)_2016_800_en.txt
vigilance,devrait,devrait etre requis de la part des autorites,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,dans de telles situations devrait etre necessaire de la part,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,devrait etre requis de la part,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,devrait etre requis de la part des autorites,directive_(eu)_2016_800_en.txt
vigilance,devrait,devrait etre requis de la part,directive_(eu)_2016_800_en.txt
vigilance,devrait,dans des situations devrait requis de la part,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,devrait etre requis,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,dans des situations devrait etre requis de la part des autorites,directive_(eu)_2016_800_en.txt
vigilance,proteger,l'integrite de l'enfant,directive_(eu)_2016_800_en.txt
vigilance,devrait,dans de telles situations devrait etre necessaire de la part,directive_(eu)_2016_800_en.txt
vigilance,devrait,devrait etre requis de la part des autorites competentes,directive_(eu)_2016_800_en.txt
vigilance,devrait,dans de telles situations devrait etre necessaire,directive_(eu)_2016_800_en.txt
vigilance,devrait,dans des situations devrait etre requis de la part des autorites,directive_(eu)_2016_800_en.txt
vigilance particuliere,proteger,l'integrite physique de l'enfant,directive_(eu)_2016_800_en.txt
vigilance,proteger,l'integrite physique de l'enfant,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,dans de telles situations devrait etre exigee de la part des autorites,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,dans des situations devrait etre necessaire,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,devrait etre requis de la part des autorites competentes,directive_(eu)_2016_800_en.txt
vigilance,devrait,dans de telles situations devrait etre exigee de la part des autorites,directive_(eu)_2016_800_en.txt
vigilance,devrait,dans de telles situations devrait etre exigee de la part des autorites competentes,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,dans de telles situations devrait etre exigee de la part des autorites competentes,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,dans de telles situations devrait etre necessaire,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,dans des situations devrait etre exigee de la part des autorites competentes,directive_(eu)_2016_800_en.txt
vigilance particuliere,proteger,l'integrite de l'enfant,directive_(eu)_2016_800_en.txt
vigilance,devrait,devrait etre requis,directive_(eu)_2016_800_en.txt
vigilance,devrait,dans des situations devrait etre exigee de la part des autorites competentes,directive_(eu)_2016_800_en.txt
enfant,a,integrite physique,directive_(eu)_2016_800_en.txt
vigilance particuliere,devrait,dans des situations devrait requis de la part,directive_(eu)_2016_800_en.txt
il,devrait,devrait etre possible,directive_(eu)_2016_800_en.txt
il,detenir des enfants contrairement,a moins que l'interet de l'enfant,directive_(eu)_2016_800_en.txt
il,detenir contraire,l'interet superieur de l'enfant,directive_(eu)_2016_800_en.txt
il,detenir des enfants contrairement,l'interet superieur de l'enfant,directive_(eu)_2016_800_en.txt
il,detenir des enfants avec,adultes,directive_(eu)_2016_800_en.txt
il,detenir contraire,a moins que l'interet de l'enfant,directive_(eu)_2016_800_en.txt
il,detenir des enfants contrairement,interets de l'enfant,directive_(eu)_2016_800_en.txt
il,detenir des enfants avec,jeunes adultes,directive_(eu)_2016_800_en.txt
il,detenir des enfants contrairement,a moins que l'interet superieur de l'enfant,directive_(eu)_2016_800_en.txt
il,detenir avec,adultes,directive_(eu)_2016_800_en.txt
il,detenir contraire,interets de l'enfant,directive_(eu)_2016_800_en.txt
il,detenir avec,jeunes adultes,directive_(eu)_2016_800_en.txt
il,detenir contraire,a moins que l'interet superieur de l'enfant,directive_(eu)_2016_800_en.txt
il,detenir,enfants,directive_(eu)_2016_800_en.txt
il,est,determiner,directive_(eu)_2016_800_en.txt
personnes,sont consideres,aux adultes,directive_(eu)_2016_800_en.txt
il,est,determiner,directive_(eu)_2016_800_en.txt
Etats membres,est,pour determiner,directive_(eu)_2016_800_en.txt
Etats membres,est,determiner,directive_(eu)_2016_800_en.txt
Etats membres,est,pour determiner,directive_(eu)_2016_800_en.txt
personnes,sont consideres,jeunes adultes,directive_(eu)_2016_800_en.txt
il,est,pour determiner,directive_(eu)_2016_800_en.txt
personnes,sont consideres,aux jeunes adultes,directive_(eu)_2016_800_en.txt
il,est,pour determiner,directive_(eu)_2016_800_en.txt
personnes,sont,considere,directive_(eu)_2016_800_en.txt
Etats membres,est,determiner,directive_(eu)_2016_800_en.txt
personnes,sont consideres,adultes,directive_(eu)_2016_800_en.txt
Etats membres,sont,encourage,directive_(eu)_2016_800_en.txt
enfants,sont,ou detenu,directive_(eu)_2016_800_en.txt
Etats membres,etabli dans,directif,directive_(eu)_2016_800_en.txt
Etats membres,devrait prendre,mesures,directive_(eu)_2016_800_en.txt
Etats membres,devrait prendre,Mesures appropriees,directive_(eu)_2016_800_en.txt
enfants,sont,detenu,directive_(eu)_2016_800_en.txt
de telles mesures,devrait assurer,exercice effectif du droit,directive_(eu)_2016_800_en.txt
