en_Subject,en_Predicate,en_Object,Triple_ID,en_Subject_concept,en_Predicate_concept,en_Object_concept
member states,may limit,exercise of right referred to in paragraph 1,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights
member states,may limit,exercise of right referred in view of imperative requirements,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:judicialreview
member states,may limit,exercise of right referred to in paragraph 1 in view,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:judicialreview
member states,may limit,exercise of right,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights
member states,may limit,exercise of right referred to in paragraph 1 in view of requirements,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:judicialreview
member states,may limit,exercise of right referred to in paragraph 1 in view of imperative requirements,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:judicialreview
decision,be submitted to,review,directive_2013_48_eu_en.txt,decision:decision-making:frameworkdecision:decisions:decisions...,-,judicialreview
decision,be,submitted,directive_2013_48_eu_en.txt,decision:decision-making:frameworkdecision:decisions:decisions...,-,-
decision,be submitted to,judicial review,directive_2013_48_eu_en.txt,decision:decision-making:frameworkdecision:decisions:decisions...,-,judicialreview:judicialcooperation:judicialreview:judicial review
authorities,communicate with,authorities,directive_2013_48_eu_en.txt,-,-,-
authorities,informed of,deprivation of liberty,directive_2013_48_eu_en.txt,-,-,-
right,have have,they wish,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,-
consular authorities,informed without,delay,directive_2013_48_eu_en.txt,-,-,-
authorities,informed of,deprivation,directive_2013_48_eu_en.txt,-,-,-
authorities,informed without,delay,directive_2013_48_eu_en.txt,-,-,-
consular authorities,communicate with,authorities,directive_2013_48_eu_en.txt,-,-,-
authorities,informed without,undue delay,directive_2013_48_eu_en.txt,-,-,-
consular authorities,informed of,deprivation,directive_2013_48_eu_en.txt,-,-,-
consular authorities,informed without,undue delay,directive_2013_48_eu_en.txt,-,-,-
consular authorities,informed of,deprivation of liberty,directive_2013_48_eu_en.txt,-,-,-
they,wish,to communicate,directive_2013_48_eu_en.txt,-,-,-
they,wish,communicate,directive_2013_48_eu_en.txt,-,-,-
prejudice that,requiring,presence,directive_2013_48_eu_en.txt,-,-,-
prejudice that,requiring,mandatory presence,directive_2013_48_eu_en.txt,-,-,-
prejudice that,requiring,presence of lawyer,directive_2013_48_eu_en.txt,-,-,-
prejudice that,requiring,mandatory presence of lawyer,directive_2013_48_eu_en.txt,-,-,-
waiver,circumstances,given,directive_2013_48_eu_en.txt,-,-,-
waiver,using recording procedure in,law of member state,directive_2013_48_eu_en.txt,-,housing:recording:recordings:criminalprocedure,case-law:Malawi:Sulawesi:states
waiver,using in,law,directive_2013_48_eu_en.txt,-,housing,case-law:Malawi:Sulawesi
waiver,using,recording procedure,directive_2013_48_eu_en.txt,-,housing,recording:recordings:criminalprocedure
waiver,using recording procedure in,law,directive_2013_48_eu_en.txt,-,housing:recording:recordings:criminalprocedure,case-law:Malawi:Sulawesi
waiver,was,given,directive_2013_48_eu_en.txt,-,-,-
waiver,shall,shall noted,directive_2013_48_eu_en.txt,-,-,-
waiver,using recording procedure in,law of member state concerned,directive_2013_48_eu_en.txt,-,housing:recording:recordings:criminalprocedure,case-law:Malawi:Sulawesi:states
waiver,using in,law of member state concerned,directive_2013_48_eu_en.txt,-,housing,case-law:Malawi:Sulawesi:states
waiver,using in,law of member state,directive_2013_48_eu_en.txt,-,housing,case-law:Malawi:Sulawesi:states
suspects,revoke subsequently at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
accused persons,revoke subsequently at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
suspects,revoke waiver subsequently at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
persons,revoke waiver subsequently at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
accused persons,revoke at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
persons,revoke at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
accused persons,revoke waiver at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
suspects,revoke waiver at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
they,are,informed,directive_2013_48_eu_en.txt,-,-,-
suspects,revoke at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
they,are informed about,possibility,directive_2013_48_eu_en.txt,-,-,-
accused persons,revoke waiver subsequently at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
persons,revoke waiver at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
persons,revoke subsequently at,point during criminal proceedings,directive_2013_48_eu_en.txt,-,-,criminalprocedure:criminal proceedings
it,is,made,directive_2013_48_eu_en.txt,-,-,-
l 294/11 authority,is in,issuing member state,directive_2013_48_eu_en.txt,acculturation:admissibility:adult:aerosol:airline:Albania:alcohol:alcoholism:Alentejo:algae:Algarve:Algeria:allergy:alloy:Alsace:alternate:aluminium:Andalusia:Anglicanism:Angola:Anguilla:apiculture:appeal:approval:Apulia:aquaculture:arboriculture:archaeology:archipelago:atlas:Australia:bailiff:Bali:Bangladesh:barley:Basilicata:Belarus:Belgium:Belize:Benelux:Berlin:beryllium:bibliography:bilingualism:bioclimatology:biodegradability:biology:biomaterials:biotechnology:bipolarisation:boiler:Bolivia:bottling:Brazil:brucellosis:building:Bulgaria:bull:Burgenland:by-election:Calabria:calcium:calf:cartel:case-law:Castile-Leon:catalogue:cataloguing:Catalonia:Catholicism:cattle:cellulose:Cenelec:cereal-growing:cereals:chaptalisation:charcoal:child:Chile:chlorine:circular:civilisation:claim:classification:clergy:climate:climatology:cloning:clothing:clover:coal:cobalt:collectivism:Colombia:colonialism:comitology:Commonwealth:confidentiality:conglomerate:consulate:consultancy:cosmology:criminology:culture:cyclone:cytology:Czechoslovakia:dealer:decentralisation:decolonisation:deflation:defoliation:delinquency:delivery:depoliticisation:depopulation:deregulation:devaluation:devolution:diploma:dismissal:display:distillation:downloading:drilling:eco-label:ecologism:ecology:election:electorate:electrochemistry:electrometallurgy:electronics:electrotechnology:Emilia-Romagna:employer:encyclopaedia:England:epidemiology:establishment:ethanol:ethnology:Euro-missile:Eurocontrol:Eurodollar:Europol:Eutelsat:explosive:extra-territoriality:facsimile:fallow:family:federalism:ferro-alloy:fertiliser:fertility:Finland:flag:flavouring:flax:Flevoland:flood:floriculture:fluorine:Friesland:fuel:Galicia:gasohol:gelatine:Gelderland:geology:geomorphology:gerontology:Gibraltar:glass:globalisation:glucose:gold:goodwill:government-in-exile:grassland:Greenland:Guadeloupe:Guatemala:gulf:gynaecology:halogen:handling:helicopter:histology:holiday:homelessness:hooliganism:horticulture:hospitalisation:household:hydrogeology:hydrology:Iceland:Ile-de-France:illiteracy:illness:immunology:imperialism:incompatibility:incunabula:industrialisation:inflation:insulator:intellectual:Interpol:Ireland:Islam:island:isoglucose:isolationism:Israel:Italy:labelling:lactose:lake:language:Languedoc-Roussillon:Lapland:lard:Latgale:lead:learning:lease:leather:leftism:legality:legislation:legitimacy:leisure:liability:Liberalism:library:lift:lighting:lignite:linguistics:liqueur:liquidation:literature:littoral:livestock:load:loan:lockout:logistics:loss:lubricants:lucerne:Malawi:Malaysia:Maldives:Mali:malnutrition:malt:Malta:marginalisation:marsupial:meal:megalopolis:Melanesia:Melilla:meslin:metalloid:metals:metalwork:metalworking:meteorology:methanol:metrology:metropolis:microelectronics:microloan:militarism:milk:millet:mineralogy:missile:molasses:Moldova:Molise:mollusc:Moluccas:molybdenum:Mongolia:monopoly:moonlighting:Moravia-Silesia:mortality:multilingualism:multimedia:municipality:Muslim:mythology:nanotechnology:national:nationalisation:nationalism:nationality:naturalisation:Nepal:Netherlands:neurobiology:neurology:neutrality:nickel:nomenclature:non-alignment:non-violence:Nord-Pas-de-Calais:Obalno-kraska:offal:oilfield:oligarchy:oligopoly:oligopsony:olive:olive-growing:Olomouc:Oulu:outplacement:Overijssel:overpopulation:paedophilia:Palau:parasitology:parliament:payload:Peloponnese:penalty:peripheral:petrochemicals:petrodollar:petrol:petroleum:petrology:pharmacology:Philippines:philosophy:Pilsen:plain:plan:plankton:plantation:plaster:plasticiser:plastics:plate:platinum:plebiscite:plot:plutonium:plywood:Poland:police:politician:politics:pollutant:pollution:polygamy:polymer:Polynesia:populism:Portugal:poultry:poultrymeat:privilege:profitability:protocol:psychoanalysis:psychology:publication:publisher:publishing:pupil:radiobiology:reflation:regionalisation:regionalism:regulation:relationship:religion:reparcelling:repeal:replanting:reptile:republic:resolution:revaluation:Rhineland-Palatinate:Rhone-Alpes:royalism:ruling:Saarland:Sahel:sale:salt:saltwater:Salzburg:sampling:satellite:sawmill:Saxony-Anhalt:Schleswig-Holstein:schooling:schoolwork:Scotland:sculpture:seal:secularity:sedimentology:seedling:seismology:self-defence:self-determination:self-employment:self-financing:self-management:self-regulation:self-supply:semi-metal:Senegal:sericulture:sexuality:Seychelles:shareholder:shareholding:shipbuilding:Sicily:silk:silo:silver:silviculture:simulation:sisal:slavery:Slovakia:Slovenia:slum:smallholding:socialism:sociology:solvent:Somalia:steel:stepfamily:sterilisation:stimulant:Stockholm:sub-proletariat:Sulawesi:sulphur:sunflower:supplier:supply:supranationality:surveillance:Swaziland:Switzerland:tantalum:technology:telecommunications:telegraph:telematics:telemedicine:telephone:Teletex:television:teleworking:telex:terminology:Thailand:theology:Thessaly:Tokelau:toll:toxicology:traceability:tranquiliser:translation:transliteration:travel:traveller:triticale:tunnel:Tuvalu:Tyrol:Ulster-Donegal:underdevelopment:underpopulation:unemployment:Universalism:vandalism:veal:vegetable:vehicle:Venezuela:vessel:violence:viticulture:volcanology:Vorarlberg:Wales:wealth:welfare:whale:wildlife:wool:workplace:Yugoslavia:Zeeland:Zemgale:Zlin:zoology:Aland:article:children:employers:guidelines:ireland:regulations:stockholm:constitutional:formal:legalactions:legalaid:flagrante:belgium:finland:luxembourg:manuals):nationalparliaments:planned:trafficcontrol:criminalprocedure:judicialreview:provisional:diplomatic:judicialcooperation:parentalresponsibility,-,states
