fr_Subject,fr_Predicate,fr_Object,Triple_ID,fr_Subject_concept,fr_Predicate_concept,fr_Object_concept
les autorites,accuses,cadeau,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,accuse,personnes,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,accuses,cadeau,directive_2013_48_eu_en.txt,-,-,-
les autorites,peut s'interroger pendant,derogation,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,peut interroger les suspects pendant,derogation temporaire au sol,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,peut s'interroger pendant,derogation temporaire,directive_2013_48_eu_en.txt,-,-,-
ils,exercer,droite,directive_2013_48_eu_en.txt,-,-,-
avocat,etre,cadeau,directive_2013_48_eu_en.txt,avocat,-,-
les autorites,peut remettre en question,suspects,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,peut interroger les suspects pendant,derogation au sol,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,peut interroger les suspects pendant,derogation temporaire,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,accuses,sans cadeau,directive_2013_48_eu_en.txt,-,-,-
les autorites,peut interroger les suspects pendant,derogation temporaire,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,peut s'interroger pendant,derogation au sol,directive_2013_48_eu_en.txt,-,-,-
ils,a ete,informe,directive_2013_48_eu_en.txt,-,-,-
ils,ete informe de,leur droit,directive_2013_48_eu_en.txt,-,-,-
les autorites,peut s'interroger pendant,derogation temporaire,directive_2013_48_eu_en.txt,-,-,-
les autorites,accuses,sans cadeau,directive_2013_48_eu_en.txt,-,-,-
les autorites,accuse,personnes,directive_2013_48_eu_en.txt,-,-,personnel
ils,rester,silencieux,directive_2013_48_eu_en.txt,-,-,-
les autorites,accuses sans,avocat,directive_2013_48_eu_en.txt,-,-,avocat
autorites competentes,accuses sans,avocat,directive_2013_48_eu_en.txt,-,-,avocat
les autorites,accuse sans,avocat,directive_2013_48_eu_en.txt,-,-,avocat
autorites competentes,accuse sans,avocat,directive_2013_48_eu_en.txt,-,-,avocat
exercice efficace,fait partie de,droit a un proces equitable,directive_2013_48_eu_en.txt,-,-,-
exercer,est une partie essentielle de,droite,directive_2013_48_eu_en.txt,-,-,-
exercer,est,partie,directive_2013_48_eu_en.txt,-,-,-
exercer,est essentiel,droite,directive_2013_48_eu_en.txt,-,-,-
exercer,est,partie essentielle,directive_2013_48_eu_en.txt,-,-,-
exercer,fait partie de,droite,directive_2013_48_eu_en.txt,-,-,-
leur avocat,est,cle,directive_2013_48_eu_en.txt,avocat,-,-
droits,l'exercice est,partie essentielle,directive_2013_48_eu_en.txt,-,-,-
exercice efficace,est une partie essentielle de,droit a un proces equitable,directive_2013_48_eu_en.txt,-,-,-
exercice efficace,fait partie de,droit a un proces,directive_2013_48_eu_en.txt,-,-,-
droits,l'exercice efficace de est,partie,directive_2013_48_eu_en.txt,-,-,-
exercer,fait partie de,droit a un proces,directive_2013_48_eu_en.txt,-,-,-
exercer,est une partie essentielle de,droit a un proces,directive_2013_48_eu_en.txt,-,-,-
droits,l'exercice est,partie,directive_2013_48_eu_en.txt,-,-,-
exercice efficace,fait partie de,droite,directive_2013_48_eu_en.txt,-,-,-
exercer,est une partie essentielle de,droit a un proces equitable,directive_2013_48_eu_en.txt,-,-,-
exercice efficace,est,partie,directive_2013_48_eu_en.txt,-,-,-
exercice efficace,est une partie essentielle de,droit a un proces,directive_2013_48_eu_en.txt,-,-,-
exercice efficace,est,partie essentielle,directive_2013_48_eu_en.txt,-,-,-
leur avocat,est la cle de,assurer,directive_2013_48_eu_en.txt,avocat,-,-
exercice efficace,est une partie essentielle de,droite,directive_2013_48_eu_en.txt,-,-,-
droits,l'exercice efficace de est,partie essentielle,directive_2013_48_eu_en.txt,-,-,-
exercer,fait partie de,droit a un proces equitable,directive_2013_48_eu_en.txt,-,-,-
Etats membres,doit donc respecter,confidentialite des rencontres de communication entre avocat,directive_2013_48_eu_en.txt,-,-,confidentialite:avocat
Etats membres,doit respecter,confidentialite,directive_2013_48_eu_en.txt,-,-,confidentialite
Etats membres,doit respecter,confidentialite des rencontres de communication entre avocat,directive_2013_48_eu_en.txt,-,-,confidentialite:avocat
Etats membres,doit respecter,confidentialite des reunions de communication,directive_2013_48_eu_en.txt,-,-,confidentialite
personne,est dans,exercice du droit d'acces a un avocat,directive_2013_48_eu_en.txt,personnel,-,avocat
Etats membres,doit donc respecter,confidentialite,directive_2013_48_eu_en.txt,-,-,confidentialite
Etats membres,doit donc respecter,confidentialite des reunions,directive_2013_48_eu_en.txt,-,-,confidentialite
Etats membres,doit respecter,confidentialite des reunions,directive_2013_48_eu_en.txt,-,-,confidentialite
Etats membres,doit donc respecter,confidentialite des reunions de communication,directive_2013_48_eu_en.txt,-,-,confidentialite
circonstances objectives,donner a,soupcon,directive_2013_48_eu_en.txt,-,-,-
avocat,est,implique,directive_2013_48_eu_en.txt,avocat,-,-
directif,est sans,prejudice des procedures,directive_2013_48_eu_en.txt,-,-,-
avocat,accuse dans,infraction penale,directive_2013_48_eu_en.txt,avocat,-,infraction
circonstances,donnant lieu a,soupcon,directive_2013_48_eu_en.txt,-,-,-
circonstances,donnant,augmenter,directive_2013_48_eu_en.txt,-,-,-
avocat,est implique avec,suspect,directive_2013_48_eu_en.txt,avocat,-,-
circonstances objectives,donnant,augmenter,directive_2013_48_eu_en.txt,-,-,-
avocat,personne accusee dans,infraction,directive_2013_48_eu_en.txt,avocat,personnel,infraction
circonstances objectives,donnant lieu a,soupcon,directive_2013_48_eu_en.txt,-,-,-
avocat,accuse dans,infraction,directive_2013_48_eu_en.txt,avocat,-,infraction
avocat,accuse,personne,directive_2013_48_eu_en.txt,avocat,-,personnel
circonstances,donner a,soupcon,directive_2013_48_eu_en.txt,-,-,-
directif,est sans,prejudice,directive_2013_48_eu_en.txt,-,-,-
avocat,personne accusee dans,infraction penale,directive_2013_48_eu_en.txt,avocat,personnel,infraction
obligation,respect,confidentialite,directive_2013_48_eu_en.txt,-,-,confidentialite
expediteur,etant soumis a,rechercher,directive_2013_48_eu_en.txt,-,-,recherche
expediteur,etant soumis a,tribunal competent,directive_2013_48_eu_en.txt,-,-,-
expediteur,d'abord soumis a,rechercher,directive_2013_48_eu_en.txt,-,-,recherche
expediteur,d'abord soumis a,tribunal competent,directive_2013_48_eu_en.txt,-,-,-
expediteur,etre,premiere soumission,directive_2013_48_eu_en.txt,-,-,-
expediteur,etre,soumis,directive_2013_48_eu_en.txt,-,-,-
directif,est sans,prejudice des procedures prevues par la loi,directive_2013_48_eu_en.txt,-,-,loi
directif,est sans,egalement prejudice des procedures prevues par la loi,directive_2013_48_eu_en.txt,-,-,loi
directif,est sans,egalement des prejuges,directive_2013_48_eu_en.txt,-,-,-
directif,est sans,egalement prejudice aux procedures,directive_2013_48_eu_en.txt,-,-,-
directif,est sans,egalement prejudice des procedures prevues par le droit national,directive_2013_48_eu_en.txt,-,-,droit national
directif,est sans,prejudice des procedures prevues par le droit national,directive_2013_48_eu_en.txt,-,-,droit national
directif,devrait sans,devrait porter prejudice,directive_2013_48_eu_en.txt,-,-,-
directif,devrait sans,devrait porter atteinte a la violation,directive_2013_48_eu_en.txt,-,-,-
directif,devrait sans,devrait porter atteinte a la violation de la confidentialite,directive_2013_48_eu_en.txt,-,-,confidentialite
directif,devrait sans,devrait egalement nuire au travail,directive_2013_48_eu_en.txt,-,-,travail
directif,devrait sans,devrait nuire au travail,directive_2013_48_eu_en.txt,-,-,travail
directif,devrait sans,devrait egalement nuire,directive_2013_48_eu_en.txt,-,-,-
suspects,avoir du,droite,directive_2013_48_eu_en.txt,-,-,-
35 suspects,avoir du,droite,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,dispositions relatives a l'application,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,arrangements en relation,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,modalites pratiques relatives a l'application du droit,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,dispositions relatives a l'application du droit,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,modalites pratiques concernant,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,modalites pratiques d'application,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,est dans,relation avec l'application du droit,directive_2013_48_eu_en.txt,-,-,-
il,devrait,"dans certaines circonstances, il devrait toutefois etre possible",directive_2013_48_eu_en.txt,-,-,-
il,devrait,"dans des circonstances exceptionnelles limitees, il devrait toutefois etre possible",directive_2013_48_eu_en.txt,-,-,-
il,devrait,devrait etre possible,directive_2013_48_eu_en.txt,-,-,-
il,devrait,dans des circonstances limitees devrait etre possible,directive_2013_48_eu_en.txt,-,-,-
il,devrait,"dans des circonstances exceptionnelles, il devrait toutefois etre possible",directive_2013_48_eu_en.txt,-,-,-
il,devrait,dans des circonstances exceptionnelles devrait etre possible,directive_2013_48_eu_en.txt,-,-,-
il,devrait,"dans des circonstances limitees, il devrait toutefois etre possible",directive_2013_48_eu_en.txt,-,-,-
il,deroger a,droite,directive_2013_48_eu_en.txt,-,-,-
il,devrait,dans des circonstances devrait possible,directive_2013_48_eu_en.txt,-,-,-
il,devrait,cependant devrait possible,directive_2013_48_eu_en.txt,-,-,-
il,devrait,dans des circonstances exceptionnelles limitees devrait possible,directive_2013_48_eu_en.txt,-,-,-
il,deroger temporairement a,droite,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,faire dans,respect des tiers specifiques,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,faire dans,respect d'une personne precise,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,envisager,faire a l'egard d'un tiers determine,directive_2013_48_eu_en.txt,-,-,-
les autorites,envisager,faire a l'egard d'une personne specifique,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,envisager,faire a l'egard de la personne,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,envisager,fabrication,directive_2013_48_eu_en.txt,-,-,-
les autorites,faire dans,respect de la tierce personne,directive_2013_48_eu_en.txt,-,-,personnel
les autorites,envisager,faire a l'egard d'un tiers determine,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,envisager,faire a l'egard d'un tiers,directive_2013_48_eu_en.txt,-,-,-
les autorites,envisager,faire dans le respect,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,faire dans,respect de la personne,directive_2013_48_eu_en.txt,-,-,personnel
les autorites,envisager,faire a l'egard de la personne,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,envisager,faire a l'egard d'une personne specifique,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,faire dans,respect de la tierce personne,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,faire dans,respect,directive_2013_48_eu_en.txt,-,-,-
les autorites,faire dans,respect de la personne,directive_2013_48_eu_en.txt,-,-,personnel
les autorites,envisager,faire a l'egard d'un tiers,directive_2013_48_eu_en.txt,-,-,-
les autorites,faire dans,respect d'une personne precise,directive_2013_48_eu_en.txt,-,-,personnel
les autorites,faire dans,respect des tiers specifiques,directive_2013_48_eu_en.txt,-,-,-
les autorites,envisager,fabrication,directive_2013_48_eu_en.txt,-,-,-
les autorites,faire dans,respect,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,envisager,faire dans le respect,directive_2013_48_eu_en.txt,-,-,-
retard injustifie,est avec,au moins une troisieme personne,directive_2013_48_eu_en.txt,-,-,personnel
Etats membres,peut limiter dans,voir,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut limiter l'exercice dans,voir,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut limiter,exercer,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut limiter,exercice du droit,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut limiter dans,vue des exigences,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut limiter l'exercice dans,vue des exigences imperatives,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut limiter dans,vue des exigences imperatives,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut limiter l'exercice dans,vue des exigences,directive_2013_48_eu_en.txt,-,-,-
de telles exigences,pourrait inclure,entre autres,directive_2013_48_eu_en.txt,-,-,-
exigences,pourrait inclure,entre autres,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,communiquer a l'egard de la personne,directive_2013_48_eu_en.txt,-,-,personnel
les autorites,limiter,exercer,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,limiter,communiquer a l'egard d'un tiers specifique,directive_2013_48_eu_en.txt,-,-,-
exercer,communiquer dans,respect,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,limiter,communiquer a l'egard de la personne,directive_2013_48_eu_en.txt,-,-,personnel
exercer,communiquer dans,respect des tiers specifiques,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,exercice du droit,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,communiquer dans le respect,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,communiquer a l'egard d'un tiers specifique,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,communiquer a l'egard d'un tiers specifique,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,communiquer,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,communiquer a l'egard d'une personne specifique,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,limiter,communiquer,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,limiter,communiquer a l'egard d'un tiers,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,communiquer a l'egard d'une personne specifique,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,limiter,communiquer a l'egard d'une personne specifique,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,limiter,communiquer dans le respect,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,limiter,communiquer a l'egard d'une personne specifique,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,limiter,communiquer a l'egard de tiers,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,envisager,limiter,directive_2013_48_eu_en.txt,-,-,-
exercer,communiquer dans,respect de la tierce personne,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,limiter,exercer,directive_2013_48_eu_en.txt,-,-,-
les autorites,envisager,limiter,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,communiquer a l'egard de tiers,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,communiquer a l'egard d'un tiers,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,communiquer dans le respect,directive_2013_48_eu_en.txt,-,-,-
exercer,communiquer dans,respect de la personne,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,limiter,communiquer a l'egard d'un tiers specifique,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,limiter,exercice du droit,directive_2013_48_eu_en.txt,-,-,-
les autorites,limiter,communiquer,directive_2013_48_eu_en.txt,-,-,-
exercer,communiquer dans,respect d'une personne precise,directive_2013_48_eu_en.txt,-,-,personnel
les autorites,limiter,communiquer a l'egard de la personne,directive_2013_48_eu_en.txt,-,-,personnel
autorites competentes,limiter,communiquer,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,limiter,communiquer dans le respect,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,limiter,communiquer a l'egard de la personne,directive_2013_48_eu_en.txt,-,-,personnel
Etats membres,peut faire,modalites pratiques concernant,directive_2013_48_eu_en.txt,-,-,-
commande,lieu,securite,directive_2013_48_eu_en.txt,-,-,-
personne,est,est prive,directive_2013_48_eu_en.txt,personnel,-,-
personne,est,ou est prive,directive_2013_48_eu_en.txt,personnel,-,-
en bon ordre,lieu,securite,directive_2013_48_eu_en.txt,-,-,-
personne,est,est prive de liberte,directive_2013_48_eu_en.txt,personnel,-,-
personne,est,ou est prive de liberte,directive_2013_48_eu_en.txt,personnel,-,-
commande,lieu,securite,directive_2013_48_eu_en.txt,-,-,-
en bon ordre,lieu,securite,directive_2013_48_eu_en.txt,-,-,-
communication,est avec,tiers,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,dispositions concernant,directive_2013_48_eu_en.txt,-,-,-
fait,devrait,devrait noter,directive_2013_48_eu_en.txt,-,-,-
il,est correct,conferes aux Etats ont,directive_2013_48_eu_en.txt,-,-,-
droite,est,consacre,directive_2013_48_eu_en.txt,-,-,-
il,est,ou le droit d'avoir,directive_2013_48_eu_en.txt,-,-,-
il,est correct,confere d'avoir,directive_2013_48_eu_en.txt,-,-,-
il,est correct,confere ont,directive_2013_48_eu_en.txt,-,-,-
confere,ont,acces,directive_2013_48_eu_en.txt,-,-,-
confere,ont,l'acces a leurs ressortissants,directive_2013_48_eu_en.txt,-,-,ressortissant
droite,est,inscrit a l'article 36 de la convention de vienne de 1963,directive_2013_48_eu_en.txt,-,-,-
